Time,Open,High,Low,Last,Change,Volume
"10/13/2020 17:00",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:17",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:16",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:15",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:14",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:13",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:12",6195.7,6195.7,6195.7,6195.7,0,0
"10/13/2020 16:11",6207.5,6207.5,6195.7,6195.7,-12.1,0
"10/13/2020 16:10",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:09",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:08",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:07",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:06",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:05",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:04",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:03",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:02",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:01",6207.8,6207.8,6207.8,6207.8,0,0
"10/13/2020 16:00",6208,6208,6207.8,6207.8,-1,0
"10/13/2020 15:59",6208.8,6208.8,6208.8,6208.8,-1.5,0
"10/13/2020 15:58",6210.1,6210.3,6210.1,6210.3,-1.4,0
"10/13/2020 15:57",6211.6,6211.7,6211.6,6211.7,-0.4,0
"10/13/2020 15:56",6212.4,6212.4,6212.1,6212.1,-0.8,0
"10/13/2020 15:55",6213.5,6213.5,6212.9,6212.9,-1.2,0
"10/13/2020 15:54",6214,6214.1,6214,6214.1,-0.1,0
"10/13/2020 15:53",6214.1,6214.2,6214.1,6214.2,0,0
"10/13/2020 15:52",6213.6,6214.2,6213.6,6214.2,-0.5,0
"10/13/2020 15:51",6213.9,6214.7,6213.9,6214.7,2.3,0
"10/13/2020 15:50",6212.7,6212.7,6212.4,6212.4,0.2,0
"10/13/2020 15:49",6212.4,6212.4,6212.2,6212.2,-0.3,0
"10/13/2020 15:48",6212,6212.5,6212,6212.5,-0.7,0
"10/13/2020 15:47",6212.9,6213.2,6212.9,6213.2,0.3,0
"10/13/2020 15:46",6213,6213,6212.9,6212.9,0.5,0
"10/13/2020 15:45",6212.9,6212.9,6212.4,6212.4,-1.2,0
"10/13/2020 15:44",6213.8,6213.8,6213.6,6213.6,0.5,0
"10/13/2020 15:43",6213.5,6213.5,6213.1,6213.1,-0.6,0
"10/13/2020 15:42",6213.6,6213.7,6213.6,6213.7,0.3,0
"10/13/2020 15:41",6214.1,6214.1,6213.4,6213.4,-0.6,0
"10/13/2020 15:40",6213.2,6214,6213.2,6214,0.3,0
"10/13/2020 15:39",6213.6,6213.7,6213.6,6213.7,0.5,0
"10/13/2020 15:38",6212.5,6213.2,6212.5,6213.2,0.2,0
"10/13/2020 15:37",6213.8,6213.8,6213,6213,-0.3,0
"10/13/2020 15:36",6212.6,6213.3,6212.6,6213.3,1.6,0
"10/13/2020 15:35",6212,6212,6211.7,6211.7,0.1,0
"10/13/2020 15:34",6210.8,6211.6,6210.8,6211.6,0.6,0
"10/13/2020 15:33",6209.7,6211,6209.7,6211,2.4,0
"10/13/2020 15:32",6209.5,6209.5,6208.6,6208.6,-0.6,0
"10/13/2020 15:31",6209.4,6209.4,6209.2,6209.2,0,0
"10/13/2020 15:30",6209.3,6209.3,6209.2,6209.2,-0.5,0
"10/13/2020 15:29",6207.4,6209.7,6207.4,6209.7,1.3,0
"10/13/2020 15:28",6209,6209,6208.4,6208.4,-0.5,0
"10/13/2020 15:27",6209.1,6209.1,6208.9,6208.9,-0.2,0
"10/13/2020 15:26",6209.8,6209.8,6209.1,6209.1,0.3,0
"10/13/2020 15:25",6208.9,6208.9,6208.8,6208.8,-0.3,0
"10/13/2020 15:24",6209.6,6209.6,6209.1,6209.1,-0.9,0
"10/13/2020 15:23",6209.9,6210,6209.9,6210,0.3,0
"10/13/2020 15:22",6208.7,6209.7,6208.7,6209.7,0.9,0
"10/13/2020 15:21",6210.9,6210.9,6208.8,6208.8,-3.1,0
"10/13/2020 15:20",6211.4,6211.9,6211.4,6211.9,1.1,0
"10/13/2020 15:19",6210,6210.8,6210,6210.8,0.6,0
"10/13/2020 15:18",6211.2,6211.2,6210.2,6210.2,-0.8,0
"10/13/2020 15:17",6210.8,6211,6210.8,6211,-0.7,0
"10/13/2020 15:16",6211.8,6211.8,6211.7,6211.7,-0.3,0
"10/13/2020 15:15",6210.7,6212,6210.7,6212,1.5,0
"10/13/2020 15:14",6210.1,6210.5,6210.1,6210.5,0.4,0
"10/13/2020 15:13",6210.6,6210.6,6210.1,6210.1,-1,0
"10/13/2020 15:12",6211.4,6211.4,6211.1,6211.1,-0.1,0
"10/13/2020 15:11",6210.3,6211.2,6210.3,6211.2,2,0
"10/13/2020 15:10",6208.9,6209.2,6208.9,6209.2,-0.7,0
"10/13/2020 15:09",6209.1,6209.9,6209.1,6209.9,0.5,0
"10/13/2020 15:08",6209.2,6209.4,6209.2,6209.4,-1.2,0
"10/13/2020 15:07",6210.2,6210.6,6210.2,6210.6,0.2,0
"10/13/2020 15:06",6211.1,6211.1,6210.4,6210.4,-0.9,0
"10/13/2020 15:05",6211.7,6211.7,6211.3,6211.3,0.3,0
"10/13/2020 15:04",6211.5,6211.5,6211,6211,-0.5,0
"10/13/2020 15:03",6211.3,6211.5,6211.3,6211.5,-0.7,0
"10/13/2020 15:02",6213.3,6213.3,6212.2,6212.2,-1.5,0
"10/13/2020 15:01",6213.7,6213.7,6213.7,6213.7,0.3,0
"10/13/2020 15:00",6212.8,6213.4,6212.8,6213.4,1.1,0
"10/13/2020 14:59",6211.2,6212.3,6211.2,6212.3,0.9,0
"10/13/2020 14:58",6211.5,6211.5,6211.4,6211.4,0,0
"10/13/2020 14:57",6211.9,6211.9,6211.4,6211.4,-1.3,0
"10/13/2020 14:56",6212.7,6212.7,6212.7,6212.7,0,0
"10/13/2020 14:55",6210.8,6212.7,6210.8,6212.7,2.8,0
"10/13/2020 14:54",6210.1,6210.1,6209.9,6209.9,-0.1,0
"10/13/2020 14:53",6210.1,6210.1,6210,6210,0.3,0
"10/13/2020 14:52",6209.1,6209.7,6209.1,6209.7,0.4,0
"10/13/2020 14:51",6209.7,6209.7,6209.3,6209.3,-0.5,0
"10/13/2020 14:50",6209.1,6209.8,6209.1,6209.8,1.9,0
"10/13/2020 14:49",6207.1,6207.9,6207.1,6207.9,0.2,0
"10/13/2020 14:48",6208.9,6208.9,6207.7,6207.7,-2.9,0
"10/13/2020 14:47",6212.1,6212.1,6210.6,6210.6,-1.6,0
"10/13/2020 14:46",6211.7,6212.2,6211.7,6212.2,0.4,0
"10/13/2020 14:45",6211.5,6211.8,6211.5,6211.8,-1.1,0
"10/13/2020 14:44",6212.6,6212.9,6212.6,6212.9,-0.2,0
"10/13/2020 14:43",6211.8,6213.1,6211.8,6213.1,1.7,0
"10/13/2020 14:42",6211.3,6211.4,6211.3,6211.4,-0.2,0
"10/13/2020 14:41",6211.5,6211.6,6211.5,6211.6,0.7,0
"10/13/2020 14:40",6210.3,6210.9,6210.3,6210.9,1,0
"10/13/2020 14:39",6209.4,6209.9,6209.4,6209.9,-1.4,0
"10/13/2020 14:38",6211.4,6211.4,6211.3,6211.3,-0.1,0
"10/13/2020 14:37",6210.8,6211.4,6210.8,6211.4,1,0
"10/13/2020 14:36",6210.9,6210.9,6210.4,6210.4,-0.9,0
"10/13/2020 14:35",6210.9,6211.3,6210.9,6211.3,-0.3,0
"10/13/2020 14:34",6211.3,6211.6,6211.3,6211.6,0,0
"10/13/2020 14:33",6211.2,6211.6,6211.2,6211.6,0.7,0
"10/13/2020 14:32",6211.7,6211.7,6210.9,6210.9,-0.4,0
"10/13/2020 14:31",6209,6211.3,6209,6211.3,3,0
"10/13/2020 14:30",6208.9,6208.9,6208.3,6208.3,-0.2,0
"10/13/2020 14:29",6208.4,6208.5,6208.4,6208.5,0.2,0
"10/13/2020 14:28",6208.2,6208.3,6208.2,6208.3,0,0
"10/13/2020 14:27",6208.8,6208.8,6208.3,6208.3,-0.4,0
"10/13/2020 14:26",6208.8,6208.8,6208.7,6208.7,2,0
"10/13/2020 14:25",6206.8,6206.8,6206.7,6206.7,-1.2,0
"10/13/2020 14:24",6207.9,6207.9,6207.9,6207.9,-0.4,0
"10/13/2020 14:23",6207.1,6208.3,6207.1,6208.3,-0.3,0
"10/13/2020 14:22",6210,6210,6208.6,6208.6,-1.1,0
"10/13/2020 14:21",6209.7,6209.7,6209.7,6209.7,0.6,0
"10/13/2020 14:20",6209.7,6209.7,6209.1,6209.1,-1,0
"10/13/2020 14:19",6209.6,6210.1,6209.6,6210.1,0.2,0
"10/13/2020 14:18",6210.1,6210.1,6209.9,6209.9,0.3,0
"10/13/2020 14:17",6209,6209.6,6209,6209.6,-0.4,0
"10/13/2020 14:16",6210,6210,6210,6210,0.4,0
"10/13/2020 14:15",6209.6,6209.6,6209.6,6209.6,0.1,0
"10/13/2020 14:14",6209.2,6209.5,6209.2,6209.5,1.1,0
"10/13/2020 14:13",6208.3,6208.4,6208.3,6208.4,1.2,0
"10/13/2020 14:12",6207.5,6207.5,6207.2,6207.2,-0.4,0
"10/13/2020 14:11",6207.6,6207.6,6207.6,6207.6,0.3,0
"10/13/2020 14:10",6205.6,6207.3,6205.6,6207.3,-1.2,0
"10/13/2020 14:09",6208.5,6208.5,6208.5,6208.5,0.2,0
"10/13/2020 14:08",6208.5,6208.5,6208.3,6208.3,0.1,0
"10/13/2020 14:07",6208.2,6208.2,6208.2,6208.2,0.5,0
"10/13/2020 14:06",6208,6208,6207.7,6207.7,-0.6,0
