Time,Open,High,Low,Last,Change,Volume
"06/30/2020 17:29",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:17",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:16",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:15",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:14",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:13",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:12",5897.9,5897.9,5897.9,5897.9,0,0
"06/30/2020 16:11",5897.9,5897.9,5897.9,5897.9,-11.8,0
"06/30/2020 16:10",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:09",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:08",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:07",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:06",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:05",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:04",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:03",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:02",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:01",5909.7,5909.7,5909.7,5909.7,0,0
"06/30/2020 16:00",5909.7,5909.7,5909.7,5909.7,-0.8,0
"06/30/2020 15:59",5913.3,5913.3,5910.5,5910.5,-1.9,0
"06/30/2020 15:58",5910.2,5912.4,5910.2,5912.4,0.7,0
"06/30/2020 15:57",5914.5,5914.5,5911.7,5911.7,-3.1,0
"06/30/2020 15:56",5920.9,5920.9,5914.8,5914.8,-10.3,0
"06/30/2020 15:55",5925.4,5925.4,5925.1,5925.1,2.1,0
"06/30/2020 15:54",5926.1,5926.1,5923,5923,-4.7,0
"06/30/2020 15:53",5926.1,5927.7,5926.1,5927.7,1.2,0
"06/30/2020 15:52",5927.2,5927.2,5926.5,5926.5,-1.2,0
"06/30/2020 15:51",5930,5930,5927.7,5927.7,-4.3,0
"06/30/2020 15:50",5935.6,5935.6,5932,5932,-3.5,0
"06/30/2020 15:49",5937.5,5937.5,5935.5,5935.5,0.4,0
"06/30/2020 15:48",5932.1,5935.1,5932.1,5935.1,4.9,0
"06/30/2020 15:47",5935.1,5935.1,5930.2,5930.2,-6.1,0
"06/30/2020 15:46",5934.7,5936.3,5934.7,5936.3,2.6,0
"06/30/2020 15:45",5932.6,5933.7,5932.6,5933.7,3.8,0
"06/30/2020 15:44",5926.1,5929.9,5926.1,5929.9,5.7,0
"06/30/2020 15:43",5922.4,5924.2,5922.4,5924.2,-0.6,0
"06/30/2020 15:42",5923.4,5924.8,5923.4,5924.8,0.7,0
"06/30/2020 15:41",5923.6,5924.1,5923.6,5924.1,5.5,0
"06/30/2020 15:40",5914.5,5918.6,5914.5,5918.6,-3,0
"06/30/2020 15:39",5927.5,5927.5,5921.6,5921.6,-6.2,0
"06/30/2020 15:38",5928.9,5928.9,5927.8,5927.8,-3.5,0
"06/30/2020 15:37",5933.3,5933.3,5931.3,5931.3,-2.3,0
"06/30/2020 15:36",5936.5,5936.5,5933.6,5933.6,-1.1,0
"06/30/2020 15:35",5927.1,5934.7,5927.1,5934.7,5.9,0
"06/30/2020 15:34",5930,5930,5928.8,5928.8,-2.3,0
"06/30/2020 15:33",5935,5935,5931.1,5931.1,-7.1,0
"06/30/2020 15:32",5940.5,5940.5,5938.2,5938.2,-3.3,0
"06/30/2020 15:31",5940.2,5941.5,5940.2,5941.5,1,0
"06/30/2020 15:30",5937,5940.5,5937,5940.5,0.9,0
"06/30/2020 15:29",5938.6,5939.6,5938.6,5939.6,-2,0
"06/30/2020 15:28",5938.1,5941.6,5938.1,5941.6,0.9,0
"06/30/2020 15:27",5945.6,5945.6,5940.7,5940.7,-5.1,0
"06/30/2020 15:26",5946.4,5946.4,5945.8,5945.8,-4.7,0
"06/30/2020 15:25",5954.1,5954.1,5950.5,5950.5,-4.7,0
"06/30/2020 15:24",5951.3,5955.2,5951.3,5955.2,6.3,0
"06/30/2020 15:23",5948.8,5948.9,5948.8,5948.9,-1.1,0
"06/30/2020 15:22",5952.4,5952.4,5950,5950,-1.3,0
"06/30/2020 15:21",5944.4,5951.3,5944.4,5951.3,8.3,0
"06/30/2020 15:20",5940.2,5943,5940.2,5943,2.3,0
"06/30/2020 15:19",5941.5,5941.5,5940.7,5940.7,0.2,0
