Time,Open,High,Low,Last,Change,Volume,"Open Int"
09/18/2020,1958.6,1975.3,1958.6,1969.7,12.4,1161,42047
09/17/2020,1975.3,1976.2,1946,1957.3,-20.7,2183,41891
09/16/2020,1969.2,1991.6,1965.7,1978,3.9,2691,41615
09/15/2020,1974,1990,1963.8,1974.1,2.4,2764,41476
09/14/2020,1955.7,1980.1,1953.7,1971.7,16,3289,40923
09/11/2020,1961.3,1970.7,1951.8,1955.7,-16.2,2551,39591
09/10/2020,1961.7,1981.6,1956.3,1971.9,9.5,2469,38792
09/09/2020,1945.8,1966.1,1934.6,1962.4,11.5,2793,38493
09/08/2020,1946.8,1955.4,1919.3,1950.9,9.2,3942,37891
09/04/2020,1940.4,1961.7,1930,1941.7,-3.5,2010,37685
09/03/2020,1954.3,1963.5,1935.3,1945.2,-7.4,2385,37470
09/02/2020,1983.5,1987.3,1947.2,1952.6,-34.2,2766,37273
09/01/2020,1983.4,2008.2,1977.6,1986.8,0.3,3984,37004
08/31/2020,1980.2,1992.1,1970.1,1986.5,4.7,2203,36479
08/28/2020,1942.4,1989.3,1935.5,1981.8,41.8,3493,36502
08/27/2020,1970.9,1993.7,1922.8,1940,-20.3,3467,35837
08/26/2020,1945.9,1970.9,1916.8,1960.3,29.2,2615,35175
08/25/2020,1944.5,1951.9,1927.3,1931.1,-16.4,1418,34874
08/24/2020,1948.7,1978,1939.7,1947.5,-7.6,2325,34901
08/21/2020,1963.9,1971.3,1925.4,1955.1,0.1,1477,34787
08/20/2020,1946.2,1970.7,1936.7,1955,-23.5,3517,34787
08/19/2020,2023,2023.8,1939.2,1978.5,-43.1,3027,33887
08/18/2020,1998.8,2032.5,1993.2,2021.6,14.8,3746,32848
08/17/2020,1966.7,2008.8,1947.6,2006.8,48.1,5311,31640
08/14/2020,1968.3,1978.4,1948.4,1958.7,-20.6,2470,31767
08/13/2020,1933.2,1983.1,1932,1979.3,21.8,4531,31463
08/12/2020,1930.1,1969.2,1884,1957.5,2.1,6044,32090
08/11/2020,2048.9,2050.4,1921,1955.4,-94.7,10067,32724
08/10/2020,2046.9,2069.6,2039.3,2050.1,11.6,3648,33602
08/07/2020,2086.9,2099.2,2036.1,2038.5,-41.6,6399,34053
08/06/2020,2064.8,2091.9,2061.2,2080.1,20.7,3993,33578
08/05/2020,2047,2078.9,2037.9,2059.4,28.6,3860,32982
08/04/2020,2003.3,2047.1,1992.7,2030.8,34.7,3492,33474
08/03/2020,2005.9,2017.2,1985.1,1996.1,0.5,2216,33771
07/31/2020,1982.4,2013.7,1982.4,1995.6,19.3,3338,34026
07/30/2020,1995.5,1995.5,1962.2,1976.3,-9.8,2229,33579
07/29/2020,1984.9,2006.7,1964.8,1986.1,11.9,6442,33303
07/28/2020,1976.4,2010,1939.9,1974.2,8.1,3032,31634
07/27/2020,1940.4,1980.4,1938,1966.1,30.3,8204,31159
07/24/2020,1924,1942.4,1919.6,1935.8,8.3,4776,29052
07/23/2020,1907.6,1936.8,1901.6,1927.5,25.4,5314,27049
07/22/2020,1879,1908.6,1878.4,1902.1,23.5,5252,26457
07/21/2020,1851.8,1879.1,1849.4,1878.6,29.8,4639,25984
07/20/2020,1840,1854,1840,1848.8,6.4,1594,25827
07/17/2020,1832.7,1845.1,1829.7,1842.4,7.1,1011,25687
07/16/2020,1851.5,1851.5,1828.9,1835.3,-15.3,1758,25642
07/15/2020,1851.2,1856,1842,1850.6,-0.1,995,25638
07/14/2020,1840.5,1851.7,1828.8,1850.7,-2.4,3960,25632
07/13/2020,1844.3,1856.4,1842,1853.1,12.3,1870,23635
07/10/2020,1844.1,1854.7,1836,1840.8,-2.4,2680,23227
07/09/2020,1860.4,1863,1840.8,1843.2,-17.1,1478,23428
07/08/2020,1841.3,1865.2,1839.2,1860.3,17.3,2808,23672
07/07/2020,1825.5,1843.2,1813.5,1843,19.2,1348,23073
07/06/2020,1811.2,1828.5,1809.3,1823.8,4.5,1605,22663
07/02/2020,1806.3,1820.6,1795.6,1819.3,10.2,1307,23153
07/01/2020,1827.9,1834.1,1798.8,1809.1,-18.4,1865,23094
06/30/2020,1809.6,1830.5,1801.2,1827.5,20.4,1452,22555
06/29/2020,1810.5,1815.5,1802.3,1807.1,1.7,1058,22066
06/26/2020,1793.9,1810.2,1778.8,1805.4,10.2,1049,21739
06/25/2020,1794,1802.4,1789.2,1795.2,-4.3,1380,21333
06/24/2020,1811.2,1816.9,1795.2,1799.5,-4.5,3372,21561
06/23/2020,1791.2,1807.1,1781.2,1804,15.1,699,21584
06/22/2020,1785.2,1800.6,1777.7,1788.9,12.7,992,21523
06/19/2020,1760,1781.6,1755.2,1776.2,20.3,706,21495
06/18/2020,1765.5,1772.8,1749,1755.9,-5.5,800,21426
06/17/2020,1761.9,1763.2,1743.2,1761.4,-0.9,1898,21385
06/16/2020,1760.3,1764.7,1747.6,1762.3,9.7,597,21303
06/15/2020,1766.1,1766.1,1732.9,1752.6,-9.8,519,21114
06/12/2020,1755,1777.8,1755,1762.4,-3,935,20906
06/11/2020,1773.9,1780.4,1753.6,1765.4,18.5,3060,20874
06/10/2020,1751,1773.6,1742,1746.9,-1.3,2641,19514
06/09/2020,1731.7,1755.2,1723.5,1748.2,16.7,2221,18143
06/08/2020,1723.2,1732.3,1717.6,1731.5,22.2,2090,16776
06/05/2020,1735.3,1740.4,1698.4,1709.3,-43.9,3768,15582
06/04/2020,1729,1754,1725.2,1753.2,24.6,1649,14337
06/03/2020,1756.7,1757.6,1714.4,1728.6,-25.9,3299,13383
06/02/2020,1769.9,1775.9,1750,1754.5,-14.2,1486,12544
06/01/2020,1769,1777.2,1758,1768.7,-1.6,853,12309
05/29/2020,1752.8,1771,1746,1770.3,23.5,2952,12045
05/28/2020,1749,1760,1740,1746.8,2.7,1145,10887
05/27/2020,1736,1745.7,1718.8,1744.1,0.1,492,11228
05/26/2020,1762,1763.3,1738,1744,-24.8,1156,11074
05/22/2020,1759,1770.6,1758,1768.8,15.3,2429,11064
05/21/2020,1784.1,1784.1,1752.4,1753.5,-31.3,1697,10786
05/20/2020,1786.1,1788.4,1777.5,1784.8,8,476,10754
05/19/2020,1762,1780.5,1762,1776.8,13.2,975,10788
05/18/2020,1765,1775,1762,1763.6,-17.4,546,10900
05/15/2020,1771.3,1783.6,1765.8,1781,16.3,878,10863
05/14/2020,1746.5,1764.9,1745,1764.7,24.5,261,10554
05/13/2020,1728.1,1746.4,1728.1,1740.2,9.2,421,10546
05/12/2020,1727.6,1739.2,1727.6,1731,7,554,10373
05/11/2020,1732,1734.6,1720.8,1724,-14.5,1020,10145
05/08/2020,1745.6,1746.1,1738.5,1738.5,-9.1,576,10043
05/07/2020,1710.6,1747.8,1710.6,1747.6,39.2,1191,9880
05/06/2020,1732.6,1732.6,1705.6,1708.4,-23.2,751,9452
05/05/2020,1730.1,1735.4,1721.9,1731.6,3.2,765,9352
05/04/2020,1720.8,1729.6,1720.8,1728.4,14.6,638,9454
05/01/2020,1705.6,1722.4,1689.2,1713.8,7.5,454,9721
04/30/2020,1738.2,1739.2,1702.4,1706.3,-17.3,1267,9751
04/29/2020,1731.6,1735.6,1722.1,1723.6,-8.6,134,9132
04/28/2020,1724.2,1733.5,1722.5,1732.2,-0.1,695,9179
04/27/2020,1744.9,1744.9,1729.5,1732.3,-10.3,1536,8845
04/24/2020,1755,1764.8,1741.1,1742.6,-9.1,362,8160
04/23/2020,1741.1,1765,1741.1,1751.7,7.6,322,8104
04/22/2020,1717.8,1747,1717.8,1744.1,51.4,343,8043
04/21/2020,1695,1709.4,1684.7,1692.7,-23.1,210,8004
04/20/2020,1696.5,1716.8,1694.6,1715.8,12.4,289,7883
04/17/2020,1736.5,1736.5,1703.2,1703.4,-33.6,297,7894
04/16/2020,1739.4,1739.4,1737,1737,-8.8,774,7727
04/15/2020,1748.9,1753.8,1741.5,1745.8,-25.6,751,7688
04/14/2020,1778.4,1789,1770.8,1771.4,8.9,520,7510
04/13/2020,1759.5,1765.5,1759.5,1762.5,9.1,74,7521
04/09/2020,1683.5,1753.4,1683.5,1753.4,69.8,643,7516
04/08/2020,1677.6,1691.8,1677.6,1683.6,0.8,379,7837
04/07/2020,1715,1715,1675.7,1682.8,-10.5,2114,7753
04/06/2020,1652,1712,1642.1,1693.3,46.2,567,9601
04/03/2020,1633.8,1649.5,1633.8,1647.1,7.4,214,9842
04/02/2020,1627,1642.6,1624.2,1639.7,46.2,717,9772
04/01/2020,1587.6,1607.5,1587.6,1593.5,-5.1,575,9597
03/31/2020,1640,1640,1593.7,1598.6,-46.6,457,9361
03/30/2020,1645.4,1649,1635.5,1645.2,-11.2,275,9230
03/27/2020,1642.5,1659,1638.5,1656.4,-7.1,2982,9183
03/26/2020,1633.3,1671.1,1633.3,1663.5,29.3,456,11057
03/25/2020,1691.8,1691.8,1630.5,1634.2,-30.1,291,11087
03/24/2020,1631.2,1673,1631.2,1664.3,80.9,460,11187
03/23/2020,1504.2,1584.6,1502.3,1583.4,86.9,164,11329
03/20/2020,1523.7,1527.2,1496.3,1496.5,4.8,577,11323
03/19/2020,1497.2,1508.6,1474.7,1491.7,2.5,214,11492
03/18/2020,1540.5,1540.5,1488.4,1489.2,-47.1,552,11509
03/17/2020,1505,1550,1483.2,1536.3,40.8,566,11727
03/16/2020,1548.7,1553,1461.7,1495.5,-31.2,372,11826
03/13/2020,1586.3,1600.4,1521.9,1526.7,-74,379,11891
03/12/2020,1647.2,1647.3,1578,1600.7,-51.8,845,11870
03/11/2020,1668.3,1670.7,1650,1652.5,-18.3,588,11904
03/10/2020,1666.4,1676.3,1658.3,1670.8,-14.8,180,11922
03/09/2020,1697,1713.8,1679.3,1685.6,0.5,673,11931
03/06/2020,1690.9,1700.5,1665.9,1685.1,2,546,11769
03/05/2020,1661.6,1688.6,1661.6,1683.1,23.7,421,11788
03/04/2020,1660,1664.6,1655,1659.4,-2.4,368,11631
03/03/2020,1611,1665.3,1611,1661.8,49,262,11637
03/02/2020,1622.8,1624.2,1611.3,1612.8,25.8,935,11627
02/28/2020,1665,1666.8,1585.8,1587,-78.6,832,11581
02/27/2020,1674.8,1678.2,1661,1665.6,-1.7,529,11401
02/26/2020,1675.5,1675.5,1660.8,1667.3,-7.4,827,11050
02/25/2020,1682.5,1683.4,1662.5,1674.7,-26.8,358,10623
02/24/2020,1691.6,1714,1689.8,1701.5,27.6,2175,10464
02/21/2020,1656.2,1674,1656.2,1673.9,28.3,617,8959
02/20/2020,1636.9,1648.5,1636.8,1645.6,8.6,165,8486
02/19/2020,1630,1638.3,1630,1637,8.2,67,8439
02/18/2020,1610.2,1631.1,1608.3,1628.8,17.1,1007,8436
02/14/2020,1604.1,1612.2,1604.1,1611.7,7.3,766,7954
02/13/2020,1601.1,1605,1601.1,1604.4,7.2,470,7723
02/12/2020,1595,1598.9,1594,1597.2,1.1,1261,7584
02/11/2020,1597.7,1601.4,1592.4,1596.1,-9.3,571,6966
02/10/2020,1601.2,1605.8,1601.2,1605.4,5.4,824,6671
02/07/2020,1596.1,1602.5,1595.2,1600,3.3,86,5979
02/06/2020,1583.4,1596.8,1583,1596.7,7.1,302,5949
02/05/2020,1584.5,1590.1,1578.5,1589.6,7.1,853,5876
02/04/2020,1604.9,1604.9,1581.2,1582.5,-26.5,122,6018
02/03/2020,1611.2,1611.2,1602.3,1609,-5.1,214,6009
01/31/2020,1602.3,1617,1601.9,1614.1,-1.2,580,5960
01/30/2020,1610.3,1615.3,1610.3,1615.3,12.7,63,5653
01/29/2020,1601,1602.6,1601,1602.6,1.1,817,5661
01/28/2020,1600.3,1601.5,1599.9,1601.5,-7.5,125,5679
01/27/2020,1615,1617,1608.7,1609,5.4,467,5680
01/24/2020,1590.8,1604.5,1590.4,1603.6,7,553,5487
01/23/2020,1591.8,1596.6,1591.8,1596.6,8.6,696,5313
01/22/2020,1584.6,1588,1581.7,1588,-1.3,1045,5176
01/21/2020,1593,1596.3,1580,1589.3,-2.4,102,4627
01/17/2020,1589,1591.7,1588.3,1591.7,10.4,58,4616
01/16/2020,1581.3,1581.3,1581.3,1581.3,-3.4,11,4618
01/15/2020,1582,1585.1,1580.5,1584.7,9.1,127,4622
01/14/2020,1578.3,1578.3,1569.5,1575.6,-6.3,24,4591
01/13/2020,1588.3,1588.4,1581.8,1581.9,-9.6,220,4576
01/10/2020,1579.1,1591.5,1579.1,1591.5,5.6,826,4572
01/09/2020,1578.1,1585.9,1578.1,1585.9,-5.5,1192,4451
01/08/2020,1634.5,1635.2,1586.7,1591.4,-14.9,2077,3974
01/07/2020,1597.8,1610.3,1597.8,1606.3,5.4,1136,3527
01/06/2020,1601.1,1612,1597.7,1600.9,16.7,771,2642
01/03/2020,1566,1586.8,1566,1584.2,24.5,1556,2062
01/02/2020,1556.8,1559.7,1556.8,1559.7,4.5,32,738
12/31/2019,1555.2,1557,1555.2,1555.2,5.2,7,738
12/30/2019,1550,1550,1550,1550,1.1,10,741
12/27/2019,1548.9,1548.9,1548.9,1548.9,4.1,11,741
12/26/2019,1533.3,1544.8,1533.3,1544.8,9.8,60,752
12/24/2019,1530.7,1535,1530.7,1535,16.1,2,759
12/23/2019,1518.9,1518.9,1518.9,1518.9,8.1,0,759
12/20/2019,1510.8,1510.8,1510.8,1510.8,-3.6,15,759
12/19/2019,1515.2,1515.2,1514.4,1514.4,5.6,8,744
12/18/2019,1511.3,1511.3,1508.8,1508.8,-2.5,158,739
12/17/2019,1511.3,1511.3,1511.3,1511.3,0,123,598
12/16/2019,1512.6,1512.6,1511.3,1511.3,0,1,565
12/13/2019,1511.3,1511.3,1511.3,1511.3,9.4,2,565
12/12/2019,1518.2,1518.2,1501.9,1501.9,-2.6,2,565
12/11/2019,1504.5,1504.5,1504.5,1504.5,6.9,4,565
12/10/2019,1497.6,1497.6,1497.6,1497.6,3.3,0,561
12/09/2019,1496.2,1496.2,1494.3,1494.3,0,1,561
12/06/2019,1497.3,1497.3,1494.3,1494.3,-17.5,19,561
12/05/2019,1512.5,1512.7,1511.8,1511.8,3,30,561
12/04/2019,1513.9,1513.9,1505.5,1508.8,-4.1,135,535
12/03/2019,1512.9,1512.9,1512.9,1512.9,15.5,52,504
12/02/2019,1493.8,1497.4,1493.8,1497.4,-3.4,29,476
11/29/2019,1500.8,1500.8,1500.8,1500.8,12.2,0,498
11/27/2019,1493.2,1493.2,1488.5,1488.6,-6.3,31,498
11/26/2019,1487,1494.9,1487,1494.9,2.9,2,476
11/25/2019,1492.5,1492.5,1490.4,1492,-6.2,5,478
11/22/2019,1498.2,1498.2,1498.2,1498.2,0.4,0,474
11/21/2019,1504,1504,1497.8,1497.8,-10.5,7,474
11/20/2019,1508.3,1508.3,1508.3,1508.3,-0.5,115,478
11/19/2019,1508.8,1508.8,1508.8,1508.8,2.3,132,436
11/18/2019,1506.5,1506.5,1506.5,1506.5,3.3,300,411
11/15/2019,1500.2,1503.2,1500.2,1503.2,-4.9,26,111
11/14/2019,1508.1,1508.1,1508.1,1508.1,10,0,115
11/13/2019,1498.1,1498.1,1498.1,1498.1,9.9,0,115
11/12/2019,1488.5,1488.5,1488.2,1488.2,-3.7,10,115
11/11/2019,1491.9,1491.9,1491.9,1491.9,-8.1,1,115
11/08/2019,1503.3,1503.3,1500,1500,-1.4,10,114
11/07/2019,1505.4,1507.7,1501.4,1501.4,-26.2,61,104
11/06/2019,1527.6,1527.6,1527.6,1527.6,9.4,0,44
11/05/2019,1529.9,1529.9,1518.2,1518.2,-27.1,2,44
11/04/2019,1545.3,1545.3,1545.3,1545.3,0.3,0,42
11/01/2019,1545,1545,1545,1545,-2.7,0,42
10/31/2019,1547.7,1547.7,1547.7,1547.7,17.5,0,42
10/30/2019,1530.2,1530.2,1530.2,1530.2,5.9,0,42
10/29/2019,1524.3,1524.3,1524.3,1524.3,-5.2,0,42
10/28/2019,1529.5,1529.5,1529.5,1529.5,-9.3,0,42
10/25/2019,1538.8,1538.8,1538.8,1538.8,1.2,0,42
10/24/2019,1537.6,1537.6,1537.6,1537.6,9,0,42
10/23/2019,1528.6,1528.6,1528.6,1528.6,8.3,0,42
10/22/2019,1516.5,1520.3,1516.5,1520.3,-0.7,1,42
10/21/2019,1519.5,1521,1519.5,1521,-5.7,1,42
10/18/2019,1526.7,1526.7,1526.7,1526.7,-4.8,0,43
10/17/2019,1531.5,1531.5,1531.5,1531.5,4.4,0,43
10/16/2019,1527.1,1527.1,1527.1,1527.1,10.3,0,43
10/15/2019,1516.8,1516.8,1516.8,1516.8,-14,0,43
10/14/2019,1530.8,1530.8,1530.8,1530.8,9.3,0,43
10/11/2019,1521.5,1521.5,1521.5,1521.5,-11.9,0,43
10/10/2019,1533.4,1533.4,1533.4,1533.4,-11.4,0,43
10/09/2019,1544.8,1544.8,1544.8,1544.8,9.2,0,43
10/08/2019,1535.6,1535.6,1535.6,1535.6,-0.6,0,43
10/07/2019,1536.2,1536.2,1536.2,1536.2,-8.2,0,43
10/04/2019,1544.4,1544.4,1544.4,1544.4,-0.6,0,43
10/03/2019,1538.8,1545,1538.7,1545,4.5,11,43
10/02/2019,1533.9,1540.5,1533.9,1540.5,18.8,4,32
10/01/2019,1519.4,1521.7,1519.4,1521.7,15.7,19,30
09/30/2019,1506,1506,1506,1506,-33.8,0,28
09/27/2019,1536.9,1539.8,1536.7,1539.8,-8.9,2,28
09/26/2019,1548.7,1548.7,1548.7,1548.7,3,0,28
09/25/2019,1545.7,1545.7,1545.7,1545.7,-28.1,3,28
09/24/2019,1573.8,1573.8,1573.8,1573.8,8.5,0,28
09/23/2019,1563.4,1565.3,1563.4,1565.3,16.3,1,28
09/20/2019,1549.3,1549.3,1549,1549,9.4,1,28
09/19/2019,1539.6,1539.6,1539.6,1539.6,-9.7,0,29
09/18/2019,1549.3,1549.3,1549.3,1549.3,2,0,29
09/17/2019,1547.3,1547.3,1547.3,1547.3,1.8,0,29
09/16/2019,1545.5,1545.5,1545.5,1545.5,11.6,0,29
09/13/2019,1544.6,1544.6,1533.9,1533.9,-7.1,1,29
09/12/2019,1541,1541,1541,1541,5.4,0,28
09/11/2019,1535.6,1535.6,1535.6,1535.6,4.3,0,28
09/10/2019,1531.3,1531.3,1531.3,1531.3,-11.5,0,28
09/09/2019,1542.8,1542.8,1542.8,1542.8,-3.7,0,28
09/06/2019,1546.5,1546.5,1546.5,1546.5,-9.6,0,28
09/05/2019,1556.1,1556.1,1556.1,1556.1,-34.5,0,28
09/04/2019,1575.8,1590.6,1575.8,1590.6,4.2,1,28
09/03/2019,1586.4,1586.4,1586.4,1586.4,26,0,29
08/30/2019,1560.4,1560.4,1560.4,1560.4,-6.8,0,29
08/29/2019,1560.7,1567.2,1560.7,1567.2,-11.3,1,29
08/28/2019,1582.4,1582.4,1578.5,1578.5,-3.1,1,28
08/27/2019,1581.6,1581.6,1581.6,1581.6,14.8,0,27
08/26/2019,1566.8,1566.8,1566.8,1566.8,-0.4,0,27
08/23/2019,1567.2,1567.2,1567.2,1567.2,29.1,0,27
08/22/2019,1538.1,1538.1,1538.1,1538.1,-7.1,0,27
08/21/2019,1545.2,1545.2,1545.2,1545.2,0.2,0,27
08/20/2019,1545,1545,1545,1545,4.1,0,27
08/19/2019,1540.9,1540.9,1540.9,1540.9,-12,0,27
08/16/2019,1552.9,1552.9,1552.9,1552.9,-7.5,0,27
08/15/2019,1560.4,1560.4,1560.4,1560.4,2.7,0,27
08/14/2019,1557.7,1557.7,1557.7,1557.7,13.3,0,27
08/13/2019,1544.4,1544.4,1544.4,1544.4,-2.3,0,27
08/12/2019,1546.7,1546.7,1546.7,1546.7,8.5,0,27
08/09/2019,1538.2,1538.2,1538.2,1538.2,-0.5,0,27
08/08/2019,1538.7,1538.7,1538.7,1538.7,-9.6,0,27
08/07/2019,1548.3,1548.3,1548.3,1548.3,34.9,0,27
08/06/2019,1513.4,1513.4,1513.4,1513.4,7.1,0,27
08/05/2019,1511.6,1511.6,1506.3,1506.3,17.3,4,27
08/02/2019,1481.5,1489,1481.5,1489,23.8,3,23
08/01/2019,1450.2,1468.6,1450.2,1465.2,-4.8,2,22
07/31/2019,1462.8,1470,1462.8,1470,-4,2,21
07/30/2019,1474,1474,1474,1474,8.8,0,21
07/29/2019,1465.2,1465.2,1465.2,1465.2,1.3,0,21
07/26/2019,1463.9,1463.9,1463.9,1463.9,6,0,21
07/25/2019,1457.9,1457.9,1457.9,1457.9,-8.5,0,21
07/24/2019,1471.4,1471.4,1466.4,1466.4,2.1,9,21
07/23/2019,1464.3,1464.3,1464.3,1464.3,-5.2,0,21
07/22/2019,1469.5,1469.5,1469.5,1469.5,0.5,0,21
07/19/2019,1469,1469,1469,1469,-1.7,0,21
07/18/2019,1470.7,1470.7,1470.7,1470.7,4.7,0,21
07/17/2019,1466,1466,1466,1466,12.3,0,21
07/16/2019,1455.7,1455.9,1450.6,1453.7,-2.1,17,21
07/15/2019,1455.8,1455.8,1455.8,1455.8,1.4,0,21
07/12/2019,1454.4,1454.4,1454.4,1454.4,5.6,0,21
07/11/2019,1448.8,1448.8,1448.8,1448.8,-5.2,0,21
07/10/2019,1454,1454,1454,1454,12.2,0,21
07/09/2019,1441.8,1441.8,1441.8,1441.8,1,0,21
07/08/2019,1440.8,1440.8,1440.8,1440.8,0.7,0,21
07/05/2019,1440.1,1440.1,1440.1,1440.1,-19.4,0,21
07/03/2019,1474.2,1474.2,1458.3,1459.5,13.2,4,21
07/02/2019,1444.5,1455.4,1444.5,1446.3,19.2,6,20
07/01/2019,1427.1,1427.1,1427.1,1427.1,-23.2,0,17
06/28/2019,1450.3,1450.3,1450.3,1450.3,2.3,0,17
06/27/2019,1448,1448,1448,1448,-3.3,0,17
06/26/2019,1451.3,1451.3,1451.3,1451.3,-3.5,0,17
06/25/2019,1454.8,1454.8,1454.8,1454.8,0.4,0,17
06/24/2019,1454.4,1454.4,1454.4,1454.4,18.2,0,17
06/21/2019,1436.2,1436.2,1436.2,1436.2,3.3,0,17
06/20/2019,1422.6,1432.9,1422.6,1432.9,45,1,17
06/19/2019,1387.9,1387.9,1387.9,1387.9,-3.2,0,17
06/18/2019,1391.1,1391.1,1391.1,1391.1,7.8,0,17
06/17/2019,1383.3,1383.3,1383.3,1383.3,-1.9,0,17
06/14/2019,1385.2,1385.2,1385.2,1385.2,0.8,0,17
06/13/2019,1384.4,1384.4,1384.4,1384.4,6.9,0,17
06/12/2019,1377.5,1377.5,1377.5,1377.5,4.8,0,17
06/11/2019,1372.7,1372.7,1372.7,1372.7,2.1,0,17
06/10/2019,1370.6,1370.6,1370.6,1370.6,-15,0,17
06/07/2019,1385.6,1385.6,1385.6,1385.6,3.4,0,17
06/06/2019,1382.3,1382.3,1382.2,1382.2,8.3,1,17
06/05/2019,1373.1,1373.9,1373.1,1373.9,3.7,10,17
06/04/2019,1370.2,1370.2,1370.2,1370.2,1.2,0,20
06/03/2019,1369,1369,1369,1369,15.4,12,20
05/31/2019,1353.6,1353.6,1353.6,1353.6,16.1,28,14
05/30/2019,1337.5,1337.5,1337.5,1337.5,6.4,0,0
05/29/2019,1331.1,1331.1,1331.1,1331.1,3.2,0,0
