Date,Open,High,Low,Close,RSI.0,SMI.0,SMI.1,RVI.0,sRSI.0,sRSI.1
11/13/2020 14:33:00,1886.98,1886.98,1886.76,1886.76,100,0,0,0,0,0
11/13/2020 14:36:00,1886.75,1886.75,1886.49,1886.51,0,0,-96.521739130398672,0,0,0
11/13/2020 14:39:00,1886.53,1886.64,1886.46,1886.64,34.210526315808366,0,-90.477451629485387,44.955571240473667,0,0
11/13/2020 14:42:00,1886.66,1886.71,1886.54,1886.7,46.808510638300959,0,-83.076921775973034,60.895563968817868,0,0
11/13/2020 14:45:00,1886.73,1886.88,1886.67,1886.88,71.428571428576987,0,-74.008678032962223,71.763235525912549,0,0
11/13/2020 14:48:00,1886.92,1887.04,1886.91,1886.95,77.50281214848053,0,-64.602807277602,79.262070229335038,0,0
11/13/2020 14:51:00,1886.98,1886.99,1886.85,1886.86,54.966094934157169,0,-56.24243223831899,66.41918094565419,0,0
11/13/2020 14:54:00,1886.86,1887.01,1886.8,1887.01,73.923085806661234,0,-48.459120666406776,70.678849578433685,0,0
11/13/2020 14:57:00,1887.06,1887.39,1887.06,1887.39,89.968902709899979,0,-39.045673601231393,76.254371830917066,0,0
11/13/2020 15:00:00,1887.45,1887.66,1887.45,1887.65,93.851683435210219,50.353811844993288,-29.112397440539763,81.657204516894708,0,0
11/13/2020 15:03:00,1887.65,1887.66,1887.56,1887.62,87.958990324917238,64.819089058470482,-19.719248790638737,65.712186149064351,0,0
11/13/2020 15:06:00,1887.64,1887.78,1887.64,1887.75,91.4488595496364,74.429253007936524,-2.6013393727159588,70.48618161426522,0,0
11/13/2020 15:09:00,1887.77,1887.86,1887.74,1887.86,93.748543108439847,81.398656808464949,12.671387205680571,72.731483521883945,0,0
11/13/2020 15:12:00,1887.87,1887.99,1887.87,1887.98,95.658927922973248,86.120858319979433,26.025836499189452,74.396102776154834,0,0
11/13/2020 15:15:00,1887.97,1887.98,1887.87,1887.91,75.477012884387037,87.780708062339883,37.253994965216805,66.164227014493321,0,0
11/13/2020 15:18:00,1887.92,1887.94,1887.8,1887.8,50.408578205861353,85.9915645766106,46.1153712581975,61.181628537628207,0,0
11/13/2020 15:21:00,1887.79,1887.79,1887.64,1887.66,30.848428702380147,80.4290926722925,52.354229697123863,54.784126977243794,0,0
11/13/2020 15:24:00,1887.67,1887.68,1887.6,1887.61,25.539434751410013,72.4862244960854,56.014592387844147,47.3443369414955,0,0
11/13/2020 15:27:00,1887.62,1887.65,1887.56,1887.57,21.167864384901804,61.768759630381695,57.060804613760055,41.515145456442312,0,0
11/13/2020 15:30:00,1887.57,1887.57,1887.39,1887.4,10.122328283204439,46.028638118807493,55.054956160132313,36.237698503325333,0,0
11/13/2020 15:33:00,1887.42,1887.47,1887.31,1887.31,7.1567449013975164,26.773428860160919,49.91286028741024,31.509660369307589,0,0
11/13/2020 15:36:00,1887.3,1887.3,1886.89,1886.89,2.3458422637784082,1.5796264234232447,41.124999584867147,24.390743983112532,0,0
11/13/2020 15:39:00,1886.86,1886.86,1886.62,1886.67,1.5350639148659013,-22.76868335650602,29.507966322799295,18.214595611555495,0,0
11/13/2020 15:42:00,1886.68,1886.82,1886.65,1886.82,27.250469063001276,-38.250747330606025,17.188200203998324,34.527483208187462,0,0
11/13/2020 15:45:00,1886.85,1887.16,1886.85,1887.16,61.466479662122723,-40.8447786138524,6.6367495098436455,44.863231912438813,0,0
11/13/2020 15:48:00,1887.2,1887.59,1887.2,1887.59,79.635991108490089,-29.281390542399095,0.10617859125405627,56.01044012116455,0,0
11/13/2020 15:51:00,1887.64,1888.24,1887.63,1888.24,90.158297643339154,-5.452435109033555,-0.904478445161873,68.792562231330407,0,0
11/13/2020 15:54:00,1888.28,1888.73,1888.28,1888.73,93.7879055068342,21.269126103821971,3.1270860182897353,77.888179745075874,0,0
11/13/2020 15:57:00,1888.76,1889,1888.75,1888.95,95.023854187373,42.872803428863627,10.353580092939534,83.3182865249197,0,0
11/15/2020 15:06:00,1889.48,1889.48,1889.42,1889.42,96.961264809371329,59.250950648688828,19.244011103075771,86.791281902577666,0,0
11/15/2020 17:00:00,1889.37,1889.37,1888.91,1888.91,59.3502681796789,64.324572769503362,27.440476860608058,75.728726185969421,0,0
11/15/2020 17:03:00,1888.83,1888.83,1888.35,1888.35,36.213711762823593,59.366267169488431,33.245166007677213,66.789212966244676,0,0
11/15/2020 17:06:00,1888.29,1888.29,1888.12,1888.16,30.218485687709546,50.3924860255904,36.362860556388696,56.710594900835922,0,0
11/15/2020 17:09:00,1888.17,1888.5,1888.17,1888.5,51.687380381257711,44.192767827846765,37.78648006029016,63.101282121181242,0,0
11/15/2020 17:12:00,1888.46,1888.46,1888.35,1888.35,42.9440665986395,37.321107649099027,37.701866894619044,57.598967877965265,0,0
11/15/2020 17:15:00,1888.41,1889.02,1888.41,1889.02,73.25531529892379,35.766614521901616,37.35000282685224,62.030713466415179,0,0
11/15/2020 17:18:00,1889.07,1889.31,1889.07,1889.31,80.114282581533814,37.793075975328669,37.430561581120678,67.744020041729954,0,0
11/15/2020 17:21:00,1889.32,1890.16,1889.32,1890.16,90.653204383425944,45.229198025015464,38.848495480010641,74.426117132176515,0,0
11/15/2020 17:24:00,1890.22,1890.71,1890.22,1890.71,93.828000418180039,55.45609060176259,41.868058229420086,80.458428653039192,0,0
11/15/2020 17:27:00,1890.72,1890.72,1890.69,1890.7,92.966789580800565,64.876990910817369,46.051500535128682,65.504356607924379,0,0
11/15/2020 17:30:00,1890.71,1890.73,1890.7,1890.73,93.245764856316526,72.795220398157667,50.9139950556794,70.47193350613253,0,0
11/15/2020 17:33:00,1890.73,1890.8,1890.7,1890.72,91.4324121447623,78.381689663060257,55.908121347930461,66.035297560082782,0,0
11/15/2020 17:36:00,1890.71,1890.77,1890.7,1890.7,86.392198440455346,82.13699147366485,60.677006825336711,65.784521798847862,0,0
11/15/2020 17:39:00,1890.69,1890.69,1890.58,1890.62,64.919924842872291,83.901140743635537,64.899576628663766,64.839693822277056,0,0
11/15/2020 17:42:00,1890.65,1890.71,1890.54,1890.54,47.289597286009268,83.964121249221236,68.365857468765114,62.898529526362758,0,0
11/15/2020 17:45:00,1890.5,1890.51,1890.45,1890.51,41.0229933613753,82.569355172174852,70.948311596657788,60.482333160732914,0,0
11/15/2020 17:48:00,1890.49,1890.51,1890.46,1890.46,30.814497988555004,79.8823192947589,72.572676632676163,57.878937842141788,0,0
11/15/2020 17:51:00,1890.42,1890.42,1890.34,1890.39,20.238329728633161,74.749069392026385,72.968384407103471,55.377172862028225,0,0
11/15/2020 17:54:00,1890.38,1890.46,1890.36,1890.46,47.346151981048855,68.585626641660838,72.171519358841181,56.806309154248723,0,0
11/15/2020 17:57:00,1890.44,1890.51,1890.42,1890.51,61.401320570716017,62.14405945430471,70.348344830743642,58.13981485911097,0,0
11/15/2020 18:00:00,1890.5,1890.5,1890.42,1890.47,46.504796620646239,54.557571617044431,67.4772951555256,56.378041176765,0,0
11/15/2020 18:03:00,1890.46,1890.65,1890.45,1890.65,79.718319344318758,50.13096070825992,64.323416165113656,59.530203581378636,0,0
11/15/2020 18:06:00,1890.65,1890.69,1890.61,1890.63,72.242768058265725,48.104668245445808,61.374552906992228,55.233039253169395,0,0
11/15/2020 18:09:00,1890.62,1890.62,1890.47,1890.47,33.991880014377784,43.222529634594508,58.074185039283549,51.084841245314919,0,0
11/15/2020 18:12:00,1890.42,1890.42,1890.23,1890.24,15.8715598323231,31.246052435776093,53.196342747736736,43.930936715060589,0,0
11/15/2020 18:15:00,1890.22,1890.22,1889.99,1889.99,8.4913304863143679,11.245499674095989,45.5689167343475,34.459042157322564,0,0
11/15/2020 18:18:00,1889.97,1889.99,1889.96,1889.98,8.26085409290286,-9.521008555318101,35.552566681681029,27.43324852198203,0,0
11/15/2020 18:21:00,1889.97,1889.97,1889.86,1889.88,5.8706767228932932,-28.870447745563165,23.839291331272989,22.939440278277154,0,0
11/15/2020 18:24:00,1889.9,1890.03,1889.9,1890.03,42.986826181663226,-39.95704644074354,12.239957190906347,30.23067238333681,0,0
11/15/2020 18:27:00,1890.05,1890.08,1890.01,1890.02,41.356112602771994,-46.728783082517424,1.5183680502838435,28.818846048545666,0,0
11/15/2020 18:30:00,1890.01,1890.01,1889.85,1889.85,21.021255199423692,-55.786168089882324,-8.900638520655459,26.822820997118747,0,0
11/15/2020 18:33:00,1889.83,1889.83,1889.65,1889.65,11.255106117811579,-65.46663676687534,-19.185365474513617,23.3191239071209,0,0
11/15/2020 18:36:00,1889.59,1889.59,1889.25,1889.25,4.701865204013032,-74.730912558414516,-29.28455585340469,17.719508499888136,0,0
11/15/2020 18:39:00,1889.21,1889.21,1888.94,1888.94,2.8039683426951854,-81.949877798801225,-38.860068934385879,12.860026379633247,0,0
11/15/2020 18:42:00,1888.93,1889.04,1888.91,1889.04,18.685732808051554,-84.04433735375045,-47.075390465179439,31.937766312572773,0,0
11/15/2020 18:45:00,1889.08,1889.2,1889.08,1889.16,37.166301980917716,-81.581384660163664,-53.3492075915402,42.143951954958261,0,0
11/15/2020 18:48:00,1889.13,1889.13,1889.01,1889.07,29.598485356587759,-79.642438284139573,-58.129794990194632,39.21318317190277,0,0
11/15/2020 18:51:00,1889.06,1889.27,1889.06,1889.27,58.062748990672048,-74.189399020671914,-61.049722995735948,43.968785466119279,0,0
11/15/2020 18:54:00,1889.31,1889.4,1889.31,1889.4,69.9203208554112,-65.52586035485993,-61.863566151940304,49.3968303634936,0,0
11/15/2020 18:57:00,1889.41,1889.44,1889.4,1889.44,73.392539965582614,-55.562080635770691,-60.717841512636731,54.725631585631419,0,0
11/15/2020 19:00:00,1889.45,1889.6,1889.34,1889.34,51.2203805616478,-47.11076151833273,-58.243826968217817,49.161667432147212,0,0
11/15/2020 19:03:00,1889.23,1889.23,1888.93,1888.96,18.817246873768312,-46.346427638665674,-56.080663453753786,42.606187277508752,0,0
11/15/2020 19:06:00,1888.94,1889.74,1888.94,1889.74,72.459972912688386,-32.684840675516369,-51.826877494074253,53.135843667278046,0,0
11/15/2020 19:09:00,1889.85,1890.67,1889.85,1890.67,87.377109783701982,-3.3559042378259996,-43.013973265665477,68.527974947708643,0,0
